Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1,Popt,ACC,Prec,F1
0.9444,0.81778,0.27107,0.40717,0.88947,0.74533,0.11955,0.20605,0.89706,0.77634,0.12856,0.22059,0.80637,0.59293,0.035398,0.066808,0.89916,0.70502,0.19746,0.30851
0.94591,0.82586,0.27235,0.40962,0.89343,0.75378,0.1202,0.20733,0.89791,0.77486,0.12755,0.21905,0.80894,0.59779,0.035315,0.06669,0.9023,0.71127,0.19797,0.30973
0.94729,0.83248,0.27354,0.41178,0.8969,0.76204,0.12078,0.20851,0.90024,0.77909,0.12703,0.21845,0.81563,0.60672,0.035548,0.067161,0.9075,0.72163,0.19977,0.31292
0.94543,0.82219,0.27147,0.40817,0.89228,0.75103,0.11993,0.20683,0.89792,0.77656,0.12796,0.21972,0.80881,0.59643,0.035422,0.066872,0.90199,0.71049,0.19806,0.30977
0.94697,0.82954,0.27297,0.41077,0.89489,0.75477,0.1198,0.20677,0.89628,0.77031,0.12587,0.21639,0.80093,0.58982,0.034609,0.065381,0.90216,0.71147,0.1976,0.3093
0.94459,0.81999,0.27167,0.40812,0.88952,0.74651,0.11963,0.20622,0.89791,0.77931,0.12893,0.22126,0.8079,0.59546,0.035543,0.067082,0.89913,0.70541,0.19753,0.30863
0.94587,0.82586,0.27255,0.40985,0.89234,0.7528,0.12019,0.20729,0.89962,0.78015,0.1285,0.22065,0.81178,0.60342,0.035865,0.067706,0.90235,0.71166,0.19852,0.31044
0.94587,0.8266,0.27227,0.40961,0.89461,0.75555,0.12016,0.20735,0.8967,0.77042,0.12618,0.21684,0.80199,0.57778,0.03401,0.064238,0.90535,0.71557,0.19908,0.31149
0.94486,0.81925,0.27122,0.40753,0.88948,0.74651,0.1198,0.20647,0.8972,0.77793,0.12892,0.22119,0.80769,0.59507,0.035645,0.067262,0.89936,0.70502,0.19759,0.30867
0.94572,0.8266,0.27266,0.41006,0.89371,0.75398,0.12014,0.20725,0.89786,0.7755,0.12731,0.21872,0.80489,0.59177,0.034855,0.065832,0.90421,0.71576,0.19907,0.3115
0.94641,0.83248,0.27361,0.41185,0.89544,0.75555,0.11988,0.20692,0.89515,0.76555,0.12497,0.21486,0.80312,0.58303,0.034184,0.064582,0.90658,0.71909,0.19939,0.31221
0.94695,0.83321,0.27378,0.41214,0.8959,0.75909,0.1205,0.20798,0.89987,0.77909,0.12733,0.21889,0.80784,0.59448,0.034871,0.065878,0.90777,0.72221,0.20024,0.31354
0.94565,0.82513,0.27224,0.40941,0.89417,0.75359,0.12001,0.20705,0.89681,0.77253,0.12672,0.21772,0.80315,0.58769,0.034603,0.065358,0.90538,0.71752,0.19953,0.31224
0.94622,0.8288,0.27312,0.41085,0.89389,0.75575,0.12041,0.20772,0.89882,0.77624,0.1275,0.21902,0.80725,0.59604,0.035118,0.066329,0.90427,0.71596,0.19903,0.31148
0.94577,0.82292,0.27152,0.40831,0.89376,0.75496,0.12022,0.20741,0.89754,0.77359,0.12698,0.21814,0.80612,0.59312,0.034926,0.065968,0.90296,0.71342,0.19826,0.31029
0.94391,0.81778,0.27107,0.40717,0.88725,0.74317,0.11968,0.20616,0.89632,0.77772,0.12951,0.22205,0.80554,0.5939,0.035828,0.067579,0.89669,0.70307,0.19801,0.30899
0.9396,0.81925,0.27195,0.40835,0.89277,0.75201,0.12052,0.20774,0.88909,0.75106,0.12444,0.21351,0.80961,0.60089,0.035699,0.067394,0.90104,0.71049,0.19985,0.31195
0.94593,0.8266,0.27286,0.41028,0.89135,0.74966,0.1199,0.20673,0.89819,0.77846,0.12846,0.22053,0.80667,0.59312,0.035207,0.066468,0.90076,0.70815,0.19761,0.309
0.94627,0.82513,0.27191,0.40903,0.89347,0.75418,0.12023,0.2074,0.89819,0.77539,0.12751,0.219,0.80899,0.59817,0.035321,0.066703,0.90305,0.71362,0.19849,0.31059
0.94478,0.82219,0.2718,0.40854,0.89054,0.74671,0.11959,0.20616,0.89827,0.77825,0.12874,0.22093,0.80599,0.59643,0.035551,0.067102,0.90128,0.70951,0.19868,0.31043
0.94685,0.83248,0.27361,0.41185,0.89659,0.76007,0.12054,0.20807,0.89945,0.77698,0.12679,0.21801,0.81303,0.60322,0.035341,0.06677,0.9072,0.72084,0.19963,0.31267
0.94601,0.82513,0.27231,0.40948,0.89218,0.75142,0.12003,0.20699,0.89851,0.77804,0.12816,0.22007,0.80931,0.59662,0.035406,0.066844,0.90197,0.71049,0.1981,0.30982
0.94589,0.82807,0.27288,0.41049,0.89415,0.75535,0.12036,0.20763,0.9005,0.77952,0.1281,0.22005,0.80836,0.59876,0.035309,0.066685,0.90603,0.71967,0.20034,0.31343
0.94488,0.82366,0.27209,0.40905,0.89088,0.74966,0.11996,0.20683,0.89802,0.7773,0.12839,0.22038,0.80595,0.59604,0.035486,0.066984,0.90166,0.70971,0.1985,0.31023
0.944,0.82072,0.27098,0.40744,0.89417,0.75594,0.12029,0.20755,0.89649,0.76672,0.12552,0.21572,0.79962,0.57972,0.034133,0.064471,0.90679,0.71967,0.1999,0.31289
0.94654,0.82807,0.27282,0.41042,0.89354,0.75044,0.11932,0.2059,0.89466,0.76714,0.12568,0.21598,0.79561,0.58497,0.034423,0.06502,0.89893,0.70424,0.19629,0.307
